M�S;UNIDADE;ADMINISTRACAO REGIONAL;ALVARA;DESCRICAO;TIPO DA CONSTRUCAO;SQL/INCRA;CATEGORIA DE USO;ZONA DE USO;BAIRRO;AREA DA CONSTRUCAO;;PROPRIETARIO;AREA DO TERRENO;;ENDERECO;APROVACAO;FIRMA/DIRIGENTE TECNICO;RESPONSAVEL TECNICO;AUTOR PROJETO;RESPONSAVEL DA FIRMA;NUMERO DE BLOCOS;NUMERO DE UNIDADES;NUMERO DE PAVIMENTOS
Fevereiro;APROV 5;CAMPO LIMPO;2004.04.677-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.181.015.0502-;HIS;;;5295.94;M2;CIA METROPOLITANA DE HAB. DE SP - COHAB;4602.15;M2;ES DO VALO VELHO,9900;18/02/04;H T R CONSTRUCOES E EMPREENDIMENTOS LTDA;EMILIO RACHED ESPER KALLAS;ADELMO BASSI JUNIOR;;002 - 002;050;05 - 01
Fevereiro;APROV 5;CAMPO LIMPO;2004.04.683-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.181.015.0501-;HIS;;;5295.94;M2;CIA METROPOLITANA DE HAB. DE SP - COHAB;4838.00;M2;ES DO VALO VELHO,9900;18/02/04;H T R CONSTRUCOES E EMPREENDIMENTOS LTDA;EMILIO RACHED ESPER KALLAS;ADELMO BASSI JUNIOR;;002 - 002;050;05 - 01
Fevereiro;APROV 5;CAPELA DO SOCORRO;2004.03.139-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO INDUSTRIAL;00.095.353.0007-;I1;Z2;;525.00;M2;MARIA VELMA NERY ROCHA;350.00;M2;R PROF OSWALDO QUIRINO SIMOES,351;03/02/04;WILSON RICARDO DOS SANTOS JUNIOR;;WILSON RICARDO DOS SANTOS JUNIOR;;001;;02
Fevereiro;APROV 5;CASA VERDE;2004.03.138-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO INDUSTRIAL;00.074.360.0031-;I2;Z6-059;;5371.49;M2;SERB PARTICIPACOES LTDA;3202.00;M2;R FRANCISCO RODRIGUES NUNES,121;03/02/04;LUIZ ALBERTO D'ANGELO SANTIAGO;;LUIZ ALBERTO D'ANGELO SANTIAGO;;001;;03
Fevereiro;APROV 5;FREGUESIA DO O;2004.00.671-01;APOSTILAMENTO DE CERTIFICADO DE CONCLUSAO;PREDIO INDUSTRIAL;00.104.178.0023-;I2;Z6-059;FREGUESIA DO O;0.00;M2;ABRIL GRAFICA S/A;51918.76;M2;AV OTAVIANO ALVES DE LIMA,4400;26/02/04;;;;;;;
Fevereiro;APROV 5;FREGUESIA DO O;2004.04.658-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INSTITUCIONAL;00.305.097.0040-;E2.5;Z4-001;;1363.50;M2;IGREJA BATISTA NOVA CANAA;560.00;M2;AV PARADA PINTO,292;11/02/04;ERNESTO AUGUSTO MENDES FILHO;;;;;;
Fevereiro;APROV 5;FREGUESIA DO O;2004.05.244-00;CERTIFICADO DE MUDANCA DE USO;PREDIO INSTITUCIONAL;00.076.450.0039-;E2.1;Z2;;0.00;M2;LUIZ FERNANDO CASTRO RODOVALHO;0.00;M2;R MIGUEL HELOU,37;26/02/04;;;;;;;
Fevereiro;APROV 5;FREGUESIA DO O;2004.05.394-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO INDUSTRIAL;00.104.178.0023-;I2;Z6-059;FREGUESIA DO O;548.91;M2;ABRIL GRAFICA S/A;51918.76;M2;AV OTAVIANO ALVES DE LIMA,4400;26/02/04;SERGIO BRAZ GRISOLIA JUNIOR;;SERGIO BRAZ GRISOLIA JUNIOR;;;;
Fevereiro;APROV 5;IPIRANGA;2004.04.477-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.046.201.0041-;R303;Z2;SAUDE;1458.69;M2;ISSAO OKUBO;800.00;M2;R FRANCISCO DIAS,175;17/02/04;HIROSHI SHIRAZAWA;;PEDRO JOSE PENHALVES;;002;004;02
Fevereiro;APROV 5;IPIRANGA;2004.05.094-00;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE CONCLUSAO;PREDIO INDUSTRIAL;00.119.349.0263-;I2;Z8-CR4 LIND. Z6;SAUDE;0.00;M2;ALCATEL TELECOMUNICACOES S/A;38660.00;M2;R GOES RAPOSO,400;18/02/04;;;;;;;
Fevereiro;APROV 5;IPIRANGA;2004.05.221-00;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE CONCLUSAO;PREDIO INDUSTRIAL;00.040.092.0046-;I1;Z2;;0.00;M2;GUSTAVO IACOVELO CAGLIARI E OUTRO;216.00;M2;R MANIFESTO,1608;26/02/04;VIRGINIA ROSA TRONDOLI;;VIRGINIA ROSA TRONDOLI;;;;
Fevereiro;APROV 5;ITAQUERA;2003.44.290-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.144.118.0015-;R303;Z2;VL CARMOZINA;353.46;M2;LUIZ AUGUSTO RUIVO;500.00;M2;R S FELIX DO PIAUI,959;03/02/04;;;;;001;006;02
Fevereiro;APROV 5;ITAQUERA;2004.04.825-00;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;HAB. INTERESSE SOCIAL;00.147.075.0001-;H.M.P;Z2;;31028.82;M2;GOLDFARB COM. E CONST. LTDA E OUTROS;39934.20;M2;R SIMONE MARTINI,10;19/02/04;GOLDFARB COMERCIO E CONSTRUCOES LTDA;RUI KIYOSHI ISHIKAWA;GOLDFARB COMERCIO E CONSTRUCOES LTDA;RUI KIYOSHI ISHIKAWA;201 - 004 - 001;001 - 060;02 - 16 - 01
Fevereiro;APROV 5;ITAQUERA;2004.05.109-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.138.069.0007-;R303;Z2;5 NOVEMBRO;370.68;M2;EDMAR APARECIDO ZANONI E GEDNA VIEIRA;500.00;M2;R JUCARAL,SN;20/02/04;SERGIO DOS SANTOS DELARISCI;;SERGIO DOS SANTOS DELARISCI;;002 - 002;001 - 002;02 - 02
Fevereiro;APROV 5;LAPA;2004.03.140-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO INDUSTRIAL;00.022.076.0062-;I1;Z2;;0.00;M2;PEDRO PIERONI NETO;750.00;M2;AV POMPEIA,973;03/02/04;JOSE CARIOLA NETO;;JOSE CARIOLA NETO;;002;;02
Fevereiro;APROV 5;LAPA;2004.03.141-00;AUTO DE REGULARIZACAO;PREDIO INDUSTRIAL;00.022.076.0062-;I1;Z2;;598.80;M2;PEDRO PIERONI NETO;750.00;M2;AV POMPEIA,973;03/02/04;;;;;;;
Fevereiro;APROV 5;LAPA;2004.03.539-00;COMUNICACAO;PREDIO INSTITUCIONAL;00.022.021.0031-;E4;Z2;POMPEIA;0.00;M2;SESC - SERVICO SOCIAL DO COMERCIO;0.00;M2;R CLELIA,93;06/02/04;;;;;;;
Fevereiro;APROV 5;VILA MARIA / VILA GUILHERME;2004.04.757-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO INSTITUCIONAL;00.064.118.0008-;E2.5;Z3-070;;2545.49;M2;IGREJA ADVENTISTA DA PROMESSA;2045.95;M2;R GUARANESIA,995;18/02/04;NEIDE YURICO HOSHINO;;NEIDE YURICO HOSHINO;;001;;03
Fevereiro;APROV 5;MOOCA;2002.21.510-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.028.032.0041-;R303;Z2;;2757.74;M2;KFW INCORPORADORA E CONSTRUTORA LTDA;1475.00;M2;R PDE RAPOSO,462;20/02/04;PAULO SERGIO BERALDINELLI;;PAULO SERGIO BERALDINELLI;;006;002;02
Fevereiro;APROV 5;MOOCA;2002.28.107-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.052.048.0095-;R303;Z2;;914.42;M2;GLAUCO CARVALHO MENDES E OUTROS;553.20;M2;R FLORIANOPOLIS,368;20/02/04;GLAUCO CARVALHO MENDES;;GLAUCO CARVALHO MENDES;;001 - 001;006 - 002;02 - 02
Fevereiro;APROV 5;PENHA;2004.03.144-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.060.036.0039-;R303;Z2;;2486.43;M2;RALZ EMPREENDIMENTOS IMOBILIARIOS LTDA.;1794.53;M2;R DA LEI,45;03/02/04;LEVY MATHIAS DE LIMA;;LEVY MATHIAS DE LIMA;;002;016;03
Fevereiro;APROV 5;PENHA;2004.03.529-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.058.143.0005-;R303;Z2;;1017.47;M2;YARA MARIA OZI BALSEVICIUS E OUTROS;703.00;M2;R JOAQUIM MARRA,1469;06/02/04;LUCIA DE FATIMA NETO MANSO;;LUCIA DE FATIMA NETO MANSO;;001;008;02
Fevereiro;APROV 5;PENHA;2004.04.480-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.058.030.0044-;R303;Z2;;311.18;M2;JOAO BALESTER PEREIRA E OUTROS;400.00;M2;R CECILIA,394;17/02/04;JORGE LUIZ CAPELO;;JORGE LUIZ CAPELO;;001 - 001;003 - 002;02 - 02
Fevereiro;APROV 5;PENHA;2004.04.923-00;AUTO DE REGULARIZACAO;PREDIO COMERCIAL;00.061.026.0048-;C2;Z4-014;;597.02;M2;THEODORO PANAYOTIS DARIS;298.51;M2;R ANTONIO LOBO,139;20/02/04;;;;;;;
Fevereiro;APROV 5;PENHA;2004.04.924-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INDUSTRIAL;00.061.026.0085-;I2;Z4-014;;1540.99;M2;THEODORO PANAYOTIS DARIS;1505.00;M2;R ANTONIO LOBO,95;20/02/04;GIANFRANCO NEPITA;;;;;;
Fevereiro;APROV 5;PENHA;2004.05.107-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.058.181.0064-;R303;Z2;;327.44;M2;MARIO CORREIA LOPES E OUTRO;451.14;M2;R COLATINA,480;20/02/04;LUIS ANTONIO FERNANDES;;LUIS ANTONIO FERNANDES;;001;005;02
Fevereiro;APROV 5;PIRITUBA / JARAGUA;2004.04.749-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.077.027.0014-;R303;Z2;;1074.20;M2;MODO CONSTRUCAO E ARQUITETURA LTDA;655.00;M2;R LUIS DE ANDRADE,909;18/02/04;HERLAN MOURA E SILVA;;HERLAN MOURA E SILVA;;002;009;02
Fevereiro;APROV 5;SANTO AMARO;2004.05.336-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO INDUSTRIAL;00.085.013.0077-;I2;Z2;SANTO AMARO;113.84;M2;SCHERING DO BRASIL, QUIMICA E FARMACEUTICA LTDA;10668.00;M2;R CANCIONEIRO DE EVORA,255;26/02/04;LUIS FERNANDO ROLFSEN LAURINI;;LUIS FERNANDO ROLFSEN LAURINI;;;;
Fevereiro;APROV 5;SE;2004.03.518-00;COMUNICACAO;PREDIO INSTITUCIONAL;00.006.020.0495-;E4;Z5-002;BELA VISTA;0.00;M2;SECRETARIA DA RECEITA FEDERAL;0.00;M2;R AVANHANDAVA,55;06/02/04;;;;;;;
Fevereiro;APROV 5;SE;2004.04.730-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO INSTITUCIONAL;00.018.096.0007-;E3.1;Z2;PONTE PEQUENA;3500.17;M2;PREFEITURA DO MUNICIPIO DE SAO PAULO - CEFET;58765.02;M2;R PEDRO VICENTE,625;13/02/04;CLAUDIA CORREIA RIBEIRO DE ARAUJO;;CLAUDIA CORREIA RIBEIRO DE ARAUJO;;007;;03
Fevereiro;APROV 5;SAO MATEUS;2004.05.316-00;RECONSIDERACAO DE DESPACHO DE CERTIFICADO DE CONCLUSAO;PREDIO INDUSTRIAL;00.151.189.0005-;I2;Z6-053;PQ.INDL.S.LOURENCO;0.00;M2;SAO GABRIEL ADM. PART. E REPRESENTACAO LTDA;5171.00;M2;R FORTE DO RIO BRANCO,31;26/02/04;;;;;;;
Fevereiro;APROV 5;SANTANA;2004.03.523-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.068.150.0009-;R303;Z2;;1132.92;M2;ARTUR DE OLIVEIRA NETO E OUTRA;610.00;M2;AV GUSTAVO ADOLFO,427;06/02/04;ROSALIA GESTO NODAR;;ROSALIA GESTO NODAR;;001;009;02
Fevereiro;APROV 5;SANTANA;2004.03.540-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO INDUSTRIAL;00.068.018.0013-;I1;Z3-025;PARADA INGLESA;476.20;M2;BERTHA BLECHER MELNICK;750.00;M2;R CAP SREVIO RODRIGUES CALDAS,143;06/02/04;PAULO ROBERTO VIDILE VALENTINI;;PAULO ROBERTO VIDILE VALENTINI;;002;;02
Fevereiro;APROV 5;SANTANA;2004.04.491-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.072.211.0022-;R303;Z2;;1387.83;M2;ALBERTO GENEVCIUS E OUTRO;830.00;M2;R CLAUDIO RODRIGUES LOPES,63;17/02/04;CRISTIANE FLORI;;CRISTIANE FLORI;;002;005;02
Fevereiro;APROV 5;VILA MARIANA;2003.05.963-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.309.064.0007-;R303;Z2;;2862.29;M2;MATUSHITA ENGENHARIA E CONSTRUCOES LTDA;1738.54;M2;R LOMAS VALENTINAS,229;20/02/04;MATUSHITA ENGENHARIA E CONSTRUCOES LTDA;JULIO MATUSHITA;RUBIO & MONTEIRO ARQUITETURA S/C LIMITADA;;002 - 001;006 - 008;02 - 02
Fevereiro;APROV 5;VILA PRUDENTE;2004.05.118-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.051.040.0004-;R303;Z2;;770.21;M2;FAUSTO CAPUANO FILHO E LUCIO RODRIGUES DE SOUZA;520.00;M2;R DASMIMOSAS,SN;20/02/04;JULIO CESAR OLIVIERI;;JULIO CESAR OLIVIERI;;001;006;02
Mar�o;APROV G;CAMPO LIMPO;2004.07.323-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INSTITUCIONAL;00.167.019.0014-2;E2;Z2;;405.47;M2;ANTONIO DANTAS NETO;704.50;M2;AV FELIPE CARRILLO PUERTO,189;10/03/04;;;;;;;
Mar�o;APROV G;FREGUESIA DO O;2004.06.450-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.104.074.0126-0;H.M.P;Z2;;5298.50;M2;JOAO BAPTISTA PEREIRA NETO E OUTROS;1945.00;M2;R MOINHO VELHO,112;09/03/04;SERGIO NASCIMENTO GAEDE;;DORALICE PAIVA DE PINHO;;001 - 001;032 - 028;10 - 09
Mar�o;APROV G;GUAIANAZES;2002.27.397-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;HAB. INTERESSE SOCIAL;00.115.225.0086-2;HIS;Z2;;2869.32;M2;AUGUSTO ANDRADE SOBRINHO E OUTRO;2963.96;M2;R AGUANAMBI;31/03/04;FABIO ELIAS CURY;;FABIO ELIAS CURY;;003;020;05
Mar�o;APROV G;GUAIANAZES;2002.28.702-01;APOSTILAMENTO DE CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.135.013.0043-2;H.I.S;Z2;;0.00;M2;CIA DESENV HABITACIONAL DO ESTADO DE SAO PAULO - CDHU;32814.50;M2;AV NORDESTINA;31/03/04;;;;;;;
Mar�o;APROV G;GUAIANAZES;2003.12.305-01;APOSTILAMENTO DE CERTIFICADO DE CONCLUSAO;PREDIO RESIDENCIAL;00.135.013.0043-2;R201;Z2;;0.00;M2;CIA DESENV HABITACIONAL DO ESTADO DE SAO PAULO - CDHU;394.56;M2;AV NORDESTINA;31/03/04;;;;;002;002;02
Mar�o;APROV G;GUAIANAZES;2003.34.353-02;APOSTILAMENTO DE CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.135.013.0043-2;H.I.S;Z2;;0.00;M2;CIA DESENV HABITACIONAL DO ESTADO DE SAO PAULO - CDHU;32814.50;M2;AV NORDESTINA;31/03/04;;;;;;;
Mar�o;APROV G;GUAIANAZES;2004.09.550-00;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.135.013.0043-2;H.I.S;;;0.00;M2;CIA DESENV HABITACIONAL DO ESTADO DE SAO PAULO - CDHU;0.00;M2;AV NORDESTINA;31/03/04;;;;;;;
Mar�o;APROV G;ITAQUERA;2004.09.580-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.143.072.1065-3;HIS      - H.M.P;;ITAQUERA;0.00;M2;COMPANHIA METROPOLITANA DE HABITACAO DE SAO PAULO - COHAB/SP;0.00;M2;R DR LUIZ AYRES,SN;31/03/04;MARISTELA MIGUEL LOPEZ;;HECTOR ERNESTO VIGLIECCA GANI;;;;
Mar�o;APROV G;MOOCA;2004.06.705-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.102.065.0049-0;R202;Z3-156;;9313.06;M2;ANGELO DE PAIVA NETO;1250.00;M2;R ITAPERIMA,159;10/03/04;POZELLI EMPREENDIMENTOS E CONSTRUCOES LTDA;JULIANA HELENA GRIGONIS;EGC ARQUITETURA S/C LTDA;ELIZABETH G. COSTA;001;076;21
Mar�o;APROV G;SAO MIGUEL PAULISTA;2004.09.520-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.133.278.0003-1;HIS;Z2;;8323.40;M2;FENAN AGROPECUARIA LTDA;7063.56;M2;R CATULE,165;31/03/04;SERGUS-CONSTRUCOES E COMERCIO LTDA;ARNALDO CHRISTIANO;A. FAARA ARQUITETURA S/C LTDA;;008 - 001;020;05 - 01
Mar�o;APROV G;SAO MIGUEL PAULISTA;2004.09.529-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.133.278.0003-1;HIS;Z2;;8323.40;M2;FENAN AGROPECUARIA LTDA;7063.36;M2;R CATULE,165;31/03/04;SERGUS-CONSTRUCOES E COMERCIO LTDA;ARNALDO CHRISTIANO;A. FAARA ARQUITETURA S/C LTDA;;008 - 001;020;05 - 01
Mar�o;APROV G;SAO MIGUEL PAULISTA;2004.09.531-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.133.278.0003-1;HIS;Z2;;8323.40;M2;FENAN AGROPECUARIA LTDA;7063.36;M2;R CATULE,165;31/03/04;SERGUS-CONSTRUCOES E COMERCIO LTDA;ARNALDO CHRISTIANO;A. FAARA ARQUITETURA S/C LTDA;;008 - 001;020;05 - 01
Mar�o;APROV G;PENHA;2004.08.452-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.059.183.0006-6;R303;Z2;;540.41;M2;NELSON FELMANAS;326.89;M2;R SERRA DA PRATA;24/03/04;SERGIO LUIZ DE TOLEDO LEMOS;;SERGIO LUIZ DE TOLEDO LEMOS;;001;004;02
Mar�o;APROV G;PENHA;2004.08.453-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO RESIDENCIAL;00.057.048.0023-8;R303;Z2;;1330.83;M2;ADG CONSTRUTORA E INCORPORADORA LTDA;787.50;M2;R VINTE E NOVE DE OUTUBRO,180;24/03/04;LUIS ANTONIO FERNANDES;;LUIS ANTONIO FERNANDES;;001;012;02
Mar�o;APROV G;PINHEIROS / ITAIM BIBI;2004.09.552-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO SERVICO;00.014.021.0009-4;S2.1;Z8-CR1-I LIND. Z1;;41.07;M2;DOCO ADMINISTRADORA DE BENS S/C LTDA;1129.23;M2;R ESTADOS UNIDOS,1721;31/03/04;AMN - ENGENHARIA E CONSTRUCOES LTDA;JOAO ANTONIO DANIELSON GARCIA;ANTONIO DOS SANTOS;;001;;02
Mar�o;APROV G;SANTO AMARO;2004.06.716-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INDUSTRIAL;00.090.401.0103-5;I3;Z2;;8115.40;M2;ITALMAGNESIO S/A INDUSTRIA E COMERCIO;11391.64;M2;AV NSRA DE SABARA,2077;11/03/04;;;;;;;
Mar�o;APROV G;SE;2004.06.456-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.002.049.0045-1;HIS;;;5103.12;M2;C.D.H.U. CIA DE DES. HAB. E URB. DO EST DE SAO PAULO;1595.79;M2;R CEL FRANCISCO AMARO,327;05/03/04;JOAO CARLOS CECCHI;;LUIZ GONZAGA RIBEIRO DE ALMEIDA;;001;088;12
Mar�o;APROV G;SE;2004.06.711-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO SERVICO;00.038.012.0044-2;S2.1;Z5-004;;169.44;M2;SALOMAO RAIMBERG TESSLER;261.40;M2;R MAEST CARDIM,1236;11/03/04;MARCUS VINICIUS AZEVEDO NAVARRO MONTEIRO;;MARCUS VINICIUS AZEVEDO NAVARRO MONTEIRO;;001;;02
Mar�o;APROV G;SE;2004.08.459-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO SERVICO;00.010.048.0101-7;S2.2     - C2.2;Z4-029;;19258.87;M2;VICTOR NACIM ABBUD;2733.68;M2;R BARATA RIBEIRO,454;24/03/04;VICTOR NACIM ABBUD JUNIOR;;JOSE LUCENA DE MIRANDA NETO;;001 - 001;;14 - 13
Mar�o;APROV G;SE;2004.08.517-00;AUTO DE REGULARIZACAO;PREDIO INSTITUCIONAL;00.005.007.0016-8;E2       - HIS;;;10490.64;M2;CIA METROPOLITANA DE HABITACAO DE SAO PAULO;747.00;M2;PC DA BANDEIRA,15;24/03/04;;;;;;;
Mar�o;APROV G;SE;2004.08.522-00;ALVARA DE APROVACAO DE REFORMA;PREDIO INSTITUCIONAL;00.005.007.0016-8;E2.3     - E2.1;;;898.26;M2;CIA METROPOLITANA DE HABITACAO DE SAO PAULO;747.00;M2;PC DA BANDEIRA,15;24/03/04;COMPANHIA METROPOLITANA DE HABITACAO-SAO PAULO-COHAB;JOSE CARLOS GOMES DE SA;FABRICA - URBANA CENTRO DE ESTUDOS E PROJETOS DA CIDADE;;;;
Mar�o;APROV G;SE;2004.08.627-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO INSTITUCIONAL;00.036.010.0134-9;E3.2;Z5-004;;0.00;M2;SESC - SEVICO SOCIAL DO COMERCIO E FED.COMER.DO EST S.P;1195.50;M2;AV PAULISTA,119;25/03/04;AMILCAR JOAO GAY FILHO;;GL&B PROJETOS S/C LTDA;;001;;18
Mar�o;APROV G;SE;2004.08.630-00;AUTO DE REGULARIZACAO;PREDIO INSTITUCIONAL;00.036.010.0134-9;E3.2;Z5-004;;12139.39;M2;SESC - SEVICO SOCIAL DO COMERCIO E FED.COMER.DO EST S.P;1195.50;M2;AV PAULISTA,119;25/03/04;;;;;;;
Mar�o;APROV G;SANTANA;2004.09.532-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO SERVICO;00.067.214.0123-1;S2.1     - S1.1;Z4-002;;658.70;M2;SERGIO CAVALCANTE DIAS;533.60;M2;AV MAZZEI,118;31/03/04;JOSE FLORIANO DE AZEVEDO MARQUES NETO;;JOSE FLORIANO DE AZEVEDO MARQUES NETO;;001;;02
Mar�o;APROV 1;CIDADE ADEMAR;2004.06.517-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.120.127.0076-3;R301;Z2;;6250.69;M2;ANTONIO FAUSTO GONZAGA GASPAR;2029.20;M2;R HORACIO ALVES DA COSTA;10/03/04;SERGUS-CONSTRUCOES E COMERCIO LTDA;ARNALDO CHRISTIANO;A. FAARA ARQUITETURA S/C LTDA;;001;056;15
Mar�o;APROV 1;ARICANDUVA / VILA FORMOSA;2004.02.459-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.055.114.0001-7;R202;Z3-130;VILA CARRAO;14224.92;M2;J.V.J. INCORPORACAO COMERCIO E PARTICIPACOES LTDA;2145.19;M2;AV GUILHERME GIORGI,840;26/03/04;;;;;001 - 001;056 - 056;15 - 15
Mar�o;APROV 1;ARICANDUVA / VILA FORMOSA;2004.07.480-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.116.267.0035-3;R202;Z3-143;;9936.60;M2;DCO EMPREENDIMENTOS IMOBILIARIOS S.P.E. LTDA;2471.07;M2;R ENG GUILHERME CRISTIANO FRENDER,118;16/03/04;C G S ENGENHARIA E CONSTRUCOES LTDA;MAURICIO JAMIL SALLUM;MANOEL CORREIA DE ALMEIDA;;001 - 001;056 - 056;15 - 15
Mar�o;APROV 1;BUTANTA;2002.30.536-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;PREDIO RESIDENCIAL;00.101.415.0010-6;R202;Z3-165;;15003.78;M2;JARDIM GUEDALA INCORPORACAO LTDA;2704.00;M2;R CARLOS LIMA MOREL,110;10/03/04;SINCO SOCIEDADE INCORPORADORA E CONSTRUTORA LTDA;ANTONIO TADEU JALLAD;MARCIO CURI E AZEVEDO ANTUNES ARQUITETURA LTDA;;001;056;30
Mar�o;APROV 1;BUTANTA;2004.02.473-01;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.171.092.0032-8;H.I.S;Z2;;495.15;M2;EDIM COMERCIAL E IMOBILIARIA LTDA;351.16;M2;R FREI ANTONIO DA PIEDADE,216;16/03/04;;;;;001;008;04
